epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
0,2.952653325634238,0.1346749226006192,2.8554013669490814,0.22265625,6.666666666666667e-06,10.39843225479126
1,2.6777901266827997,0.34578173374613,2.5809549689292908,0.345703125,1e-05,4.2593464851379395
2,2.378189378314548,0.4556888544891641,2.3388786911964417,0.375,1e-05,4.3190436363220215
3,2.1342561657046093,0.5191563467492261,2.204448401927948,0.39453125,9.966191788709716e-06,4.219391822814941
4,2.013319526189639,0.5346362229102167,2.166617125272751,0.404296875,6.666666666666667e-06,4.216021776199341
5,1.93829932919255,0.559017027863777,2.1079315841197968,0.41015625,1e-05,4.098021984100342
6,1.8435173770527782,0.5756578947368421,2.0385849326848984,0.416015625,1e-05,4.170486688613892
7,1.7592143570935284,0.5772058823529411,1.995121106505394,0.451171875,9.966191788709716e-06,4.086311101913452
8,1.689577575083132,0.5971362229102167,1.9657986611127853,0.4375,9.86522435289912e-06,4.186589002609253
9,1.6281880773144004,0.6039086687306502,1.9365876615047455,0.44921875,9.698463103929542e-06,4.221965551376343
10,1.5836188984505923,0.6228715170278638,1.9287411868572235,0.44140625,9.468163201617063e-06,4.236857891082764
11,1.5409788334811176,0.6311919504643962,1.8984482735395432,0.466796875,9.177439057064684e-06,4.160916090011597
12,1.5009144397429477,0.6501547987616099,1.8925302177667618,0.453125,8.83022221559489e-06,4.097399711608887
13,1.4669546874952906,0.6563467492260062,1.8659095913171768,0.470703125,8.43120818934367e-06,4.097489595413208
14,1.446088060920621,0.6662151702786377,1.8684858828783035,0.46875,7.985792958513932e-06,4.091947555541992
15,1.4193462280579556,0.6685371517027864,1.856773555278778,0.46484375,7.500000000000001e-06,4.312450885772705
16,1.3888400189670516,0.6793730650154799,1.8388678282499313,0.46875,6.980398830195785e-06,4.166343927383423
17,1.379860011147864,0.6824690402476781,1.8396895080804825,0.46484375,6.434016163555452e-06,4.114232063293457
18,1.3662574526704387,0.6917569659442725,1.833484247326851,0.478515625,5.8682408883346535e-06,4.264307737350464
19,1.3504258232352175,0.6956269349845201,1.8341610878705978,0.466796875,5.290724144552379e-06,4.346718072891235
20,1.349498211601634,0.6892414860681114,1.8244681805372238,0.4765625,4.7092758554476215e-06,4.260210275650024
21,1.3241458174623089,0.7049148606811145,1.8242190182209015,0.4765625,4.131759111665349e-06,4.172959804534912
22,1.3204683403909943,0.7047213622291022,1.8203589469194412,0.482421875,3.5659838364445505e-06,4.151281356811523
23,1.3044293103394684,0.7083978328173375,1.815471813082695,0.478515625,3.019601169804216e-06,4.1385931968688965
24,1.2964678399356795,0.7143962848297214,1.8170298486948013,0.48046875,2.5000000000000015e-06,4.2164306640625
25,1.2976874937245875,0.7107198142414861,1.8205998092889786,0.48046875,2.0142070414860704e-06,4.316507339477539
26,1.2857404078966306,0.714202786377709,1.8125035613775253,0.482421875,1.5687918106563326e-06,4.201632261276245
27,1.2893371552596857,0.7103328173374613,1.8127942979335785,0.48046875,1.1697777844051105e-06,4.174280643463135
28,1.2745855237230843,0.7169117647058824,1.8169916868209839,0.482421875,8.225609429353187e-07,4.127265453338623
29,1.279613862802953,0.7205882352941176,1.8165902495384216,0.48828125,5.318367983829393e-07,4.191514015197754
